date,price,volume,score1,score2,score3,count,mean,sum
2025-01-11,94735.0,50.0,-0.1999,0.1866,0.227,378,0.0713,26.9379
2025-01-12,94366.0,5.0,-0.0626,0.2341,0.2255,303,0.1323,40.1007
2025-01-13,57676.0,118.0,-0.3243,0.1108,0.195,462,-0.0061,-2.8322
2025-01-14,57676.0,118.0,-0.174,0.2395,0.2355,393,0.1003,39.4239
2025-01-15,95556.0,138.0,-0.4369,0.1711,0.1608,456,-0.035,-15.9526
2025-01-16,57676.0,118.0,-0.2826,0.1901,0.2159,309,0.0411,12.7034
2025-01-17,57676.0,118.0,-0.2022,0.2113,0.2335,360,0.0808,29.1052
2025-01-18,57676.0,118.0,-0.0839,0.3356,0.2397,303,0.1638,49.6278
2025-01-19,57676.0,118.0,-0.2138,0.2578,0.1689,423,0.071,30.0211
2025-01-20,57676.0,118.0,0.0601,0.2176,0.1288,570,0.1355,77.2177
2025-01-21,57676.0,118.0,-0.1717,0.1483,0.1344,483,0.037,17.8633
2025-01-22,57676.0,118.0,-0.1747,0.2644,0.2121,414,0.1006,41.6596
2025-01-23,57676.0,118.0,-0.2365,0.2685,0.1669,426,0.0663,28.2427
2025-01-24,102663.0,56.0,-0.492,0.1096,0.1462,354,-0.0787,-27.8666
2025-01-25,57676.0,118.0,-0.0261,0.2955,0.2983,288,0.1892,54.5005
2025-01-26,104440.0,17.0,-0.1338,0.2847,0.2218,312,0.1242,38.7529
2025-01-27,57676.0,118.0,-0.2873,0.057,0.1508,375,-0.0265,-9.9301
2025-01-28,57676.0,118.0,-0.1653,0.2868,0.2185,351,0.1133,39.779
2025-01-29,57676.0,118.0,-0.2631,0.2109,0.2074,357,0.0517,18.4656
2025-01-30,57676.0,118.0,-0.2332,0.246,0.1291,471,0.0473,22.2806
2025-01-31,105365.0,113.0,-0.0137,0.2785,0.1992,444,0.1547,68.6712
2025-02-01,102017.0,588.0,-0.0653,0.2187,0.2738,408,0.1424,58.1044
2025-02-02,102259.0,23.0,-0.385,0.0504,0.1271,345,-0.0692,-23.8617
2025-02-03,99817.0,74.0,-0.4736,-0.0686,0.1226,510,-0.1399,-71.3375
2025-02-04,95500.0,220.0,-0.2428,0.1444,0.1711,414,0.0243,10.043
2025-02-05,57676.0,118.0,-0.2467,0.1727,0.2342,411,0.0534,21.9478
2025-02-06,98092.0,59.0,-0.2514,0.2299,0.2422,366,0.0735,26.9162
2025-02-07,98361.0,34.0,-0.2126,0.1578,0.2274,363,0.0575,20.8851
2025-02-08,96967.0,33.0,-0.2323,0.2087,0.2302,333,0.0689,22.9326
2025-02-09,96304.0,13.0,-0.3061,0.1307,0.1421,309,-0.0111,-3.4227
2025-02-10,57676.0,118.0,-0.4344,-0.0363,0.0867,522,-0.128,-66.8059
2025-02-11,97935.0,109.0,-0.4599,0.0862,0.1291,441,-0.0815,-35.9444
2025-02-12,98352.0,27.0,-0.1397,0.17,0.2019,423,0.0774,32.7245
2025-02-13,57676.0,118.0,-0.3057,0.1007,0.1671,390,-0.0127,-4.9413
2025-02-14,96179.0,35.0,-0.3438,0.1242,0.2151,399,-0.0015,-0.6078
2025-02-15,97050.0,26.0,-0.3343,0.1829,0.1221,276,-0.0098,-2.7008
2025-02-16,97485.0,14.0,-0.1875,0.0846,0.1542,282,0.0171,4.825
2025-02-17,57676.0,118.0,0.068,0.2119,0.262,378,0.1806,68.2781
2025-02-18,57676.0,118.0,-0.1659,0.1742,0.189,321,0.0657,21.1038
2025-02-19,95470.0,59.0,-0.2387,0.1259,0.1782,339,0.0218,7.3938
2025-02-20,57676.0,118.0,-0.2401,0.1784,0.1677,360,0.0353,12.724
2025-02-21,57676.0,118.0,-0.32,0.1074,0.0992,468,-0.0378,-17.7043
2025-02-22,98306.0,43.0,-0.2956,0.1672,0.2256,408,0.0324,13.2276
2025-02-23,57676.0,118.0,-0.2237,0.177,0.2075,369,0.0536,19.7795
2025-02-24,96540.0,10.0,-0.2235,0.1324,0.217,471,0.042,19.7673
2025-02-25,95950.0,31.0,-0.652,-0.0704,0.1027,465,-0.2065,-96.0456
2025-02-26,89960.0,219.0,-0.4804,0.0017,0.1717,480,-0.1024,-49.1285
2025-02-27,88714.0,141.0,-0.4614,-0.0674,0.1322,456,-0.1322,-60.2988
2025-02-28,86370.0,32.0,-0.5946,-0.1538,0.0752,606,-0.2244,-135.9607
2025-03-01,79363.0,259.0,-0.3209,0.1035,0.1565,324,-0.0203,-6.5723
2025-03-02,84916.0,27.0,-0.1661,0.1564,0.2573,306,0.0825,25.2554
2025-03-03,86218.0,69.0,-0.3379,0.1846,0.2212,363,0.0226,8.2169
2025-03-04,92373.0,50.0,-0.4704,0.1027,0.2365,375,-0.0437,-16.3905
2025-03-05,83359.0,91.0,-0.2947,0.1291,0.1906,339,0.0083,2.8178
2025-03-06,87711.0,25.0,-0.3946,0.1464,0.2096,345,-0.0129,-4.4387
2025-03-07,91442.0,75.0,-0.4524,-0.014,0.0312,393,-0.1451,-57.0235
2025-03-08,88433.0,63.0,-0.4322,0.1429,0.2528,255,-0.0122,-3.1091
2025-03-09,86021.0,44.0,-0.1109,0.1919,0.2952,345,0.1254,43.2667
2025-03-10,86307.0,19.0,-0.6543,-0.0681,0.0645,378,-0.2193,-82.8958
2025-03-11,82023.0,19.0,-0.4811,0.0353,0.1974,354,-0.0828,-29.3181
2025-03-12,80284.0,5.0,-0.3516,0.0532,0.1977,441,-0.0336,-14.8077
2025-03-13,81666.0,58.0,-0.2947,0.0813,0.1334,408,-0.0267,-10.8955
2025-03-14,83330.0,38.0,-0.1806,0.1121,0.2407,348,0.0574,19.9639
2025-03-15,82031.0,13.0,-0.3601,0.1296,0.2332,288,0.0009,0.2544
2025-03-16,84220.0,47.0,-0.3355,0.1145,0.1821,237,-0.013,-3.0745
2025-03-17,83958.0,25.0,-0.2869,0.104,0.204,399,0.007,2.808
2025-03-18,83450.0,30.0,-0.264,0.1004,0.2146,339,0.017,5.7712
2025-03-19,83270.0,192.0,-0.1293,0.1851,0.2361,408,0.0973,39.6992
2025-03-20,83222.0,406.0,-0.1919,0.2221,0.194,360,0.0747,26.8963
2025-03-21,85353.0,33.0,-0.3735,0.0551,0.0864,387,-0.0773,-29.9208
2025-03-22,84248.0,36.0,-0.252,0.148,0.2179,309,0.0379,11.7265
2025-03-23,84383.0,19.0,-0.2546,0.1659,0.2022,336,0.0378,12.7171
2025-03-24,84262.0,20.0,-0.322,0.1764,0.2678,549,0.0408,22.3772
2025-03-25,87199.0,51.0,-0.0904,0.2754,0.2536,414,0.1462,60.5327
2025-03-26,86520.0,35.0,-0.1035,0.2555,0.2744,483,0.1421,68.6375
2025-03-27,87591.0,26.0,-0.3063,0.1786,0.2597,393,0.044,17.2911
2025-03-28,87349.0,62.0,-0.4048,0.061,0.185,408,-0.053,-21.6037
2025-03-29,85848.0,53.0,-0.2441,0.0842,0.1911,363,0.0104,3.7782
2025-03-30,83799.0,4.0,-0.3861,0.0877,0.2375,324,-0.0203,-6.5828
2025-03-31,83302.0,8.0,-0.4363,-0.0391,0.037,345,-0.1462,-50.422
2025-04-01,83359.0,112.0,-0.0854,0.2227,0.1836,468,0.107,50.063
2025-04-02,82728.0,33.0,-0.4266,0.1417,0.1363,411,-0.0495,-20.3626
2025-04-03,85142.0,35.0,-0.1528,0.0723,0.1802,354,0.0332,11.7673
2025-04-04,83888.0,62.0,-0.2391,0.046,0.1516,462,-0.0138,-6.3915
2025-04-05,84249.0,44.0,-0.1737,0.03,0.2205,324,0.0256,8.2927
2025-04-06,83491.0,28.0,-0.2747,0.077,0.1426,351,-0.0184,-6.4454
2025-04-07,83172.0,16.0,-0.6243,-0.116,0.0921,489,-0.2161,-105.651
2025-04-08,78872.0,226.0,-0.1978,0.1149,0.2538,324,0.057,18.4615
2025-04-09,79178.0,132.0,-0.5316,0.0143,0.199,324,-0.1061,-34.3801
2025-04-10,76137.0,123.0,-0.2221,0.1432,0.2467,333,0.0559,18.6149
2025-04-11,82227.0,30.0,-0.2288,0.0842,0.2003,417,0.0186,7.7447
2025-04-12,81159.0,15.0,-0.0974,0.1615,0.24,306,0.1014,31.0181
2025-04-13,83900.0,31.0,-0.3174,0.0829,0.2024,234,-0.0107,-2.5022
2025-04-14,84433.0,22.0,-0.1907,0.0912,0.1977,309,0.0327,10.114
2025-04-15,84769.0,34.0,-0.1932,0.1551,0.2274,381,0.0631,24.0409
2025-04-16,84845.0,96.0,-0.4794,0.0968,0.1912,279,-0.0638,-17.8116
2025-04-17,83759.0,34.0,-0.2874,0.1245,0.1163,360,-0.0155,-5.5881
2025-04-18,84018.0,21.0,-0.2719,0.1547,0.2066,330,0.0298,9.8344
2025-04-19,84761.0,8.0,-0.2683,0.1181,0.2296,306,0.0264,8.0908
2025-04-20,85219.0,19.0,-0.3308,0.1417,0.2774,249,0.0294,7.33
2025-04-21,84891.0,15.0,-0.2681,0.1865,0.2187,375,0.0457,17.1372
2025-04-22,87518.0,50.0,-0.2337,0.2147,0.2267,303,0.0693,20.9848
2025-04-23,88332.0,30.0,-0.246,0.2041,0.2188,405,0.059,23.8868
2025-04-24,93854.0,54.0,-0.212,0.2055,0.2103,363,0.0679,24.6562
2025-04-25,93325.0,53.0,-0.2387,0.275,0.2737,372,0.1033,38.4377
2025-04-26,93785.0,69.0,-0.2021,0.1889,0.2108,306,0.0659,20.1575
2025-04-27,94847.0,13.0,-0.0825,0.2398,0.2712,264,0.1428,37.7012
2025-04-28,94156.0,5.0,-0.0922,0.1743,0.193,294,0.0917,26.9576
2025-04-29,94061.0,98.0,-0.0489,0.2755,0.2393,369,0.1553,57.3082
2025-04-30,94841.0,23.0,-0.4119,0.0439,0.1748,408,-0.0644,-26.2683
2025-05-01,95150.0,50.0,-0.2806,0.2073,0.2074,420,0.0447,18.7711
2025-05-02,96305.0,190.0,-0.2548,0.2226,0.234,423,0.0673,28.4575
2025-05-03,97098.0,32.0,-0.3054,0.1432,0.1925,246,0.0101,2.4793
2025-05-04,96919.0,19.0,-0.0484,0.3136,0.2467,219,0.1706,37.3669
2025-05-05,95930.0,20.0,-0.3456,0.1694,0.1827,399,0.0022,0.8771
2025-05-06,94806.0,53.0,-0.1949,0.1375,0.1949,381,0.0458,17.461
2025-05-07,94450.0,10.0,-0.1201,0.2101,0.191,393,0.0937,36.8092
2025-05-08,96702.0,51.0,-0.3504,0.1942,0.1785,324,0.0074,2.4045
2025-05-09,98900.0,50.0,-0.2356,0.1992,0.1892,315,0.0509,16.0474
2025-05-10,102743.0,7.0,-0.2042,0.2886,0.1782,306,0.0875,26.789
