timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignored,sentiment_score,engagement_score,weighted_sentiment,sentiment_momentum,sentiment_volatility
2022-06-27 05:00:00,21246.58,21268.05,21142.86,21182.6,1593.77788,1656309599999,33794830.89305930,23562,760.72882000,16130978.27484410,0,,,,,
2022-06-27 06:00:00,21182.6,21278.5,21166.42,21267.6,1150.55018,1656313199999,24408602.56240670,21666,596.93308000,12663979.60167730,0,,,,,
2022-06-27 07:00:00,21267.59,21404.52,21260.0,21363.22,2325.79824,1656316799999,49636453.70691310,37996,1222.06306000,26080370.33548000,0,,,,,
2022-06-27 08:00:00,21363.23,21539.85,21338.5,21489.8,3573.96036,1656320399999,76591509.97112640,45266,1914.60541000,41053359.59890320,0,,,,,
2022-06-27 09:00:00,21489.81,21500.58,21422.97,21454.57,1831.27075,1656323999999,39293130.92228120,29184,869.32921000,18652113.01637900,0,,,,,
2022-06-27 10:00:00,21454.58,21492.42,21393.94,21437.18,1690.51043,1656327599999,36249589.35083260,30594,811.20165000,17394486.91349120,0,,,,,
2022-06-27 11:00:00,21437.18,21450.0,21285.48,21304.55,1935.69902,1656331199999,41365033.71238770,37539,910.43132000,19455483.18180240,0,,,,,
2022-06-27 12:00:00,21304.56,21343.83,21169.97,21235.84,2831.34528,1656334799999,60132390.60417480,47121,1464.41901000,31097600.83126510,0,,,,,
2022-06-27 13:00:00,21235.84,21285.0,20722.04,20737.81,7499.50923,1656338399999,157267545.88894270,100848,3458.55654000,72536375.09945470,0,,,,,
2022-06-27 14:00:00,20737.82,20845.37,20590.0,20820.51,7174.28946,1656341999999,148537189.79722750,99268,3541.35965000,73321496.99130340,0,,,,,
2022-06-27 15:00:00,20820.5,20851.51,20675.11,20754.73,3241.02673,1656345599999,67306673.06243120,53457,1611.31093000,33460047.14791000,0,,,,,
2022-06-27 16:00:00,20754.74,20811.68,20660.01,20759.66,2265.35284,1656349199999,46978577.17663290,41215,1078.04011000,22353193.69946670,0,,,,,
2022-06-27 17:00:00,20759.65,20783.66,20700.11,20726.78,1393.78135,1656352799999,28907217.36400700,28588,664.96585000,13790641.59822900,0,,,,,
2022-06-27 18:00:00,20726.77,20945.0,20510.0,20821.05,5342.83933,1656356399999,111020137.97575310,71760,2637.50665000,54817781.53988350,0,,,,,
2022-06-27 19:00:00,20821.05,20894.22,20723.34,20855.37,2117.49678,1656359999999,44076829.07815040,39147,1036.57611000,21576360.93946210,0,,,,,
2022-06-27 20:00:00,20855.38,20966.73,20855.37,20913.56,1613.94194,1656363599999,33764738.28523530,27352,826.63759000,17292835.61697110,0,,,,,
2022-06-27 21:00:00,20913.57,20916.9,20783.15,20803.24,1093.61442,1656367199999,22816562.12572120,26735,534.06225000,11142762.11577470,0,,,,,
2022-06-27 22:00:00,20803.25,20950.0,20762.8,20814.42,2552.76729,1656370799999,53232868.90453760,41271,1273.33532000,26550551.68660960,0,,,,,
2022-06-27 23:00:00,20814.42,20887.99,20680.0,20742.56,1915.1787,1656374399999,39800109.75269430,31550,939.09128000,19514023.68913290,0,,,,,
2022-06-28 00:00:00,20742.57,20873.82,20684.0,20770.5,2620.37096,1656377999999,54441561.35632210,40482,1324.52894000,27515849.30513130,0,,,,,
2022-06-28 01:00:00,20770.5,20814.7,20553.04,20619.45,2874.79364,1656381599999,59470255.85526140,43823,1325.64114000,27418842.19230780,0,,,,,
2022-06-28 02:00:00,20619.44,20684.39,20510.0,20640.98,3109.11374,1656385199999,64045339.30012270,47511,1361.98109000,28055690.48575330,0,,,,,
2022-06-28 03:00:00,20640.99,20758.16,20630.98,20735.03,1658.46245,1656388799999,34318757.95066080,30968,904.72764000,18720643.93366470,0,,,,,
2022-06-28 04:00:00,20735.03,20795.09,20703.3,20771.57,1386.02065,1656392399999,28761410.08098330,25449,716.28282000,14863011.78091110,0,,,,,
2022-06-28 05:00:00,20771.58,20829.1,20735.42,20741.3,1466.51374,1656395999999,30479544.84989240,25900,724.00564000,15047332.09287630,0,,,,,
2022-06-28 06:00:00,20741.29,20900.0,20741.29,20862.65,1860.47094,1656399599999,38779664.50529710,35015,968.42813000,20185051.07224790,0,,,,,
2022-06-28 07:00:00,20862.64,20933.0,20830.43,20879.39,1919.57452,1656403199999,40095928.03628810,35861,902.13220000,18844732.82507100,0,,,,,
2022-06-28 08:00:00,20879.39,21150.29,20870.01,21119.32,3974.47695,1656406799999,83484057.03432030,52259,1964.20983000,41249709.31109880,0,,,,,
2022-06-28 09:00:00,21119.32,21212.1,21046.89,21060.1,3384.99675,1656410399999,71573013.07517640,48753,1514.10092000,32013504.69503390,0,,,,,
2022-06-28 10:00:00,21060.1,21090.7,20994.87,21023.26,1594.45243,1656413999999,33556012.16795370,31944,757.27555000,15937326.99524820,0,,,,,
2022-06-28 11:00:00,21023.25,21086.87,20904.74,20998.13,2194.73446,1656417599999,46094177.59240140,37720,1029.90384000,21631316.17512210,0,,,,,
2022-06-28 12:00:00,20998.14,21128.88,20944.04,20953.31,2187.03942,1656421199999,45982564.08785530,42135,1095.93445000,23043669.86026030,0,,,,,
2022-06-28 13:00:00,20953.31,21129.19,20869.2,21058.34,4091.2292,1656424799999,86023879.12291960,58863,2241.38669000,47131774.92352820,0,,,,,
2022-06-28 14:00:00,21058.34,21088.95,20716.67,20845.08,4402.46905,1656428399999,91801527.23636060,67628,1955.58372000,40767131.01219630,0,,,,,
2022-06-28 15:00:00,20845.09,20845.09,20588.0,20606.4,3496.66737,1656431999999,72354432.26786180,58006,1562.21642000,32324269.09085240,0,,,,,
2022-06-28 16:00:00,20606.4,20771.8,20552.0,20715.58,3094.74309,1656435599999,63976264.92434880,55902,1561.45899000,32282309.77612060,0,,,,,
2022-06-28 17:00:00,20715.57,20725.0,20596.34,20630.01,2276.57503,1656439199999,47000994.14750680,43819,1133.46550000,23399318.50496400,0,,,,,
2022-06-28 18:00:00,20630.02,20638.7,20259.33,20349.08,5878.76482,1656442799999,119842145.34479720,84791,2549.67318000,51961209.99069180,0,,,,,
2022-06-28 19:00:00,20349.07,20362.47,20218.0,20255.01,2601.61738,1656446399999,52808456.97838580,48506,1128.46832000,22904327.30651390,0,,,,,
2022-06-28 20:00:00,20255.01,20321.92,20202.01,20277.57,1982.02776,1656449999999,40161619.12595670,35396,1023.17482000,20732691.32333200,0,,,,,
2022-06-28 21:00:00,20277.58,20397.47,20274.31,20393.44,1198.43183,1656453599999,24376187.25932980,30700,624.79800000,12706564.10952690,0,,,,,
2022-06-28 22:00:00,20393.43,20463.2,20268.05,20308.02,2040.49278,1656457199999,41564789.11025710,41323,940.96026000,19165683.08778430,0,,,,,
2022-06-28 23:00:00,20308.01,20367.41,20210.0,20281.29,2507.04424,1656460799999,50870396.52128940,41743,1180.44723000,23950211.90938910,0,,,,,
2022-06-29 00:00:00,20281.28,20388.79,20152.0,20289.83,3027.28428,1656464399999,61401923.38255810,49086,1512.64768000,30685786.40940850,0,,,,,
2022-06-29 01:00:00,20289.83,20385.0,20236.34,20357.67,1552.19252,1656467999999,31547409.15253750,30981,778.51652000,15822688.26431270,0,,,,,
2022-06-29 02:00:00,20357.66,20398.0,20283.87,20347.46,1452.0214,1656471599999,29540356.97660070,30700,701.88226000,14278582.87060930,0,,,,,
2022-06-29 03:00:00,20347.47,20390.84,20231.23,20282.96,3372.00771,1656475199999,68449969.96346450,42675,2020.45250000,40993484.25026940,0,,,,,
2022-06-29 04:00:00,20282.96,20371.75,20250.0,20307.37,2160.07491,1656478799999,43873081.16883280,35855,1119.47746000,22737637.83940870,0,,,,,
2022-06-29 05:00:00,20307.38,20381.1,20071.64,20182.8,4067.93985,1656482399999,82164663.87958450,57443,1962.40426000,39633603.03140860,0,,,,,
2022-06-29 06:00:00,20182.81,20211.89,19889.0,19941.82,5436.80547,1656485999999,109044067.95297950,75195,2298.41855000,46123353.16236280,0,,,,,
2022-06-29 07:00:00,19941.82,20133.1,19900.57,20093.75,3517.48345,1656489599999,70431756.04805240,52431,1839.10894000,36821342.02672880,0,,,,,
2022-06-29 08:00:00,20093.74,20149.0,19961.81,19990.38,2410.37206,1656493199999,48369051.93108490,38518,1104.92287000,22172493.66060280,0,,,,,
2022-06-29 09:00:00,19990.38,20233.98,19971.01,20063.27,3598.30508,1656496799999,72382285.17264660,44948,1814.75830000,36508822.88804690,0,,,,,
2022-06-29 10:00:00,20063.26,20147.12,20025.0,20097.0,3038.00098,1656500399999,61022822.26103670,43467,1535.09147000,30834446.31591850,0,,,,,
2022-06-29 11:00:00,20097.0,20122.43,19854.92,20104.8,4656.69536,1656503999999,93177206.73534320,63130,2182.05696000,43668849.28590910,0,,,,,
2022-06-29 12:00:00,20104.81,20189.13,19977.18,20014.12,4072.63617,1656507599999,81743446.92597590,56818,1901.51556000,38170850.33395760,0,,,,,
2022-06-29 13:00:00,20014.12,20141.89,19892.97,20083.99,5185.96671,1656511199999,103934369.11086680,71137,2560.64487000,51322701.07690810,0,,,,,
2022-06-29 14:00:00,20083.99,20254.2,20036.71,20126.02,4232.78407,1656514799999,85183079.13306730,72478,2315.78628000,46613605.24722220,0,,,,,
2022-06-29 15:00:00,20126.01,20142.79,20000.0,20084.48,3160.5173,1656518399999,63427113.15875680,62506,1534.90921000,30808754.77665180,0,,,,,
2022-06-29 16:00:00,20084.48,20100.0,19980.71,20020.87,2763.29072,1656521999999,55337632.23823060,49423,1258.57694000,25203957.34819290,0,,,,,
2022-06-29 17:00:00,20020.87,20081.38,19921.85,20081.37,2684.01876,1656525599999,53683384.37219540,41809,1286.17043000,25724723.81172500,0,,,,,
2022-06-29 18:00:00,20081.38,20123.0,20036.3,20052.68,1823.35762,1656529199999,36625761.12925740,36493,997.56515000,20039337.87227360,0,,,,,
2022-06-29 19:00:00,20052.67,20268.0,20036.94,20223.63,2158.13156,1656532799999,43482339.70704550,38525,1034.46028000,20843640.79177170,0,,,,,
2022-06-29 20:00:00,20223.63,20432.31,20128.0,20224.04,3566.06839,1656536399999,72324906.11855170,58966,1787.93660000,36262053.68275880,0,,,,,
2022-06-29 21:00:00,20224.04,20357.06,20196.8,20295.35,1443.38271,1656539999999,29282788.90079790,30903,667.21719000,13534791.11312070,0,,,,,
2022-06-29 22:00:00,20295.35,20326.12,20151.77,20213.64,5882.17945,1656543599999,118932910.43796870,94026,2555.37667000,51665514.60041810,0,,,,,
2022-06-29 23:00:00,20213.64,20218.89,20052.74,20123.01,2047.52726,1656547199999,41187464.15148870,33123,1044.22464000,21002345.73087220,0,,,,,
2022-06-30 00:00:00,20123.0,20179.08,20011.17,20037.92,2386.15679,1656550799999,47931339.14315720,40221,1169.66845000,23495596.25575030,0,,,,,
2022-06-30 01:00:00,20037.91,20084.99,19951.08,20018.44,2705.05313,1656554399999,54162255.02387750,41232,1347.20359000,26976790.01187080,0,,,,,
2022-06-30 02:00:00,20018.45,20121.74,20001.5,20083.78,1203.29408,1656557999999,24156676.89682630,24897,618.74229000,12420718.77621320,0,,,,,
2022-06-30 03:00:00,20083.78,20097.09,20047.73,20077.01,1191.54381,1656561599999,23916910.80265260,22690,594.44525000,11930921.22114000,0,,,,,
2022-06-30 04:00:00,20077.01,20091.15,20010.83,20052.28,1661.51776,1656565199999,33334361.04079820,27235,879.57275000,17646369.22408750,0,,,,,
2022-06-30 05:00:00,20052.28,20070.0,19964.55,20001.75,1907.58711,1656568799999,38176342.95672400,30544,849.96205000,17010103.38607460,0,,,,,
2022-06-30 06:00:00,20001.75,20028.47,19355.0,19420.34,7724.25079,1656572399999,151527303.15540190,110858,3062.47511000,60061363.15855640,0,,,,,
2022-06-30 07:00:00,19420.33,19467.79,19310.0,19435.9,3770.0795,1656575999999,73154441.90176900,59224,1865.76495000,36205076.75100470,0,,,,,
2022-06-30 08:00:00,19435.89,19440.73,19134.02,19234.06,4483.3374,1656579599999,86545499.46079450,61755,2131.74026000,41159919.57385130,0,,,,,
2022-06-30 09:00:00,19234.06,19260.6,18921.59,19154.16,7821.54081,1656583199999,149150125.63280180,110349,3555.43781000,67814446.40271710,0,,,,,
2022-06-30 10:00:00,19154.16,19171.82,18987.88,19108.64,3714.02821,1656586799999,70895602.04766410,61852,1587.26826000,30299952.08750450,0,,,,,
2022-06-30 11:00:00,19108.64,19188.97,19013.35,19101.36,3439.68712,1656590399999,65634237.12649580,57178,1680.66579000,32071039.76448420,0,,,,,
2022-06-30 12:00:00,19101.35,19341.26,19064.3,19204.37,4422.93394,1656593999999,84918224.68457200,69679,2266.81668000,43523824.85257900,0,,,,,
2022-06-30 13:00:00,19204.36,19266.7,18756.71,18868.29,7320.70684,1656597599999,139153549.33309310,101181,3189.65897000,60639428.36996530,0,,,,,
2022-06-30 14:00:00,18868.3,19160.0,18860.0,19123.18,4632.72393,1656601199999,88010616.98852980,73638,2407.73045000,45745916.75910910,0,,,,,
2022-06-30 15:00:00,19123.19,19258.43,19091.88,19143.98,3977.53041,1656604799999,76248550.57453000,65577,2071.53542000,39714733.98235690,0,,,,,
2022-06-30 16:00:00,19143.97,19295.89,19068.64,19140.42,3342.90538,1656608399999,64067689.79566650,58993,1657.51373000,31768988.83178590,0,,,,,
2022-06-30 17:00:00,19140.42,19222.0,19071.43,19105.67,2094.71075,1656611999999,40075503.84599230,41560,1084.70721000,20750613.06548080,0,,,,,
2022-06-30 18:00:00,19105.67,19126.26,18961.9,18973.86,2899.31594,1656615599999,55209644.90368070,46648,1428.15039000,27196441.27306830,0,,,,,
2022-06-30 19:00:00,18973.86,19046.39,18850.21,18927.34,3385.78219,1656619199999,64167264.21837960,52464,1851.31194000,35089487.55679030,0,,,,,
2022-06-30 20:00:00,18927.33,19075.49,18626.0,18755.93,4502.28225,1656622799999,84907880.74468550,68149,2230.88360000,42101376.38191920,0,,,,,
2022-06-30 21:00:00,18755.93,18967.57,18724.18,18819.8,2580.28814,1656626399999,48689446.65027930,49374,1352.45035000,25515714.44023260,0,,,,,
2022-06-30 22:00:00,18819.79,18957.08,18740.83,18894.54,3006.62719,1656629999999,56679754.97240280,44702,1441.79121000,27178692.83309810,0,,,,,
2022-06-30 23:00:00,18894.53,19980.0,18881.51,19942.21,9672.76459,1656633599999,188281147.13066940,118163,5122.48831000,99703062.38995560,0,,,,,
2022-07-01 00:00:00,19942.21,20918.35,19658.97,20295.08,15102.27957,1656637199999,306127968.67862280,183055,7869.03338000,159583485.90658690,0,,,,,
2022-07-01 01:00:00,20295.09,20475.15,20260.0,20416.46,5242.15213,1656640799999,106749553.14003930,68071,2744.56553000,55883921.61317300,0,,,,,
2022-07-01 02:00:00,20416.45,20552.29,20269.95,20300.69,3668.92227,1656644399999,74785021.08165560,53024,1799.37831000,36674297.80266100,0,,,,,
2022-07-01 03:00:00,20300.68,20309.55,19688.0,19730.76,6570.88765,1656647999999,131602882.28813590,86467,3064.19088000,61353849.43176220,0,,,,,
2022-07-01 04:00:00,19730.77,19773.71,19366.89,19409.23,7334.11812,1656651599999,143647034.15279790,94313,3588.68876000,70289142.19507180,0,,,,,
2022-07-01 05:00:00,19409.23,19579.43,19315.91,19465.37,4453.06582,1656655199999,86577116.93445360,57404,2293.43285000,44586334.95989370,0,,,,,
2022-07-01 06:00:00,19465.37,19492.0,19361.55,19401.67,3292.15042,1656658799999,63934263.11603880,44683,1722.60259000,33452300.98649530,0,,,,,
2022-07-01 07:00:00,19401.66,19669.42,19337.0,19579.11,4650.69356,1656662399999,90797994.50881770,65231,2376.11084000,46382519.31510490,0,,,,,
2022-07-01 08:00:00,19579.11,19821.28,19476.48,19524.57,4565.68497,1656665999999,89661824.43576960,62701,2289.96426000,44971746.80344250,0,,,,,
2022-07-01 09:00:00,19524.56,19561.87,19371.55,19424.45,3713.83428,1656669599999,72311808.87779380,56928,1946.63517000,37898245.84250520,0,,,,,
2022-07-01 10:00:00,19424.45,19496.8,19000.0,19070.56,6005.69316,1656673199999,115533701.23622170,84561,2854.26132000,54926243.65259760,0,,,,,
2022-07-01 11:00:00,19070.57,19226.68,18975.0,19191.03,4148.5501,1656676799999,79389567.18313590,64236,1971.70995000,37733137.15681930,0,,,,,
2022-07-01 12:00:00,19191.02,19346.92,19130.21,19288.12,3430.31258,1656680399999,66029407.08238840,84462,1706.23833000,32840711.88209170,0,,,,,
2022-07-01 13:00:00,19288.12,19669.22,19208.64,19450.24,7443.08508,1656683999999,144532083.08449890,123610,3808.66150000,73979281.15580960,0,,,,,
2022-07-01 14:00:00,19450.24,19535.71,19290.35,19408.92,6098.96932,1656687599999,118281586.82006840,106403,3078.62385000,59714540.61591530,0,,,,,
2022-07-01 15:00:00,19408.91,19483.41,19212.62,19290.94,4410.11595,1656691199999,85431140.12278980,80059,2182.30291000,42284441.38534690,0,,,,,
2022-07-01 16:00:00,19290.95,19465.0,19253.01,19347.96,3191.38323,1656694799999,61821688.51934950,55006,1634.03690000,31651396.67385720,0,,,,,
2022-07-01 17:00:00,19347.97,19530.0,19323.72,19487.94,3190.68278,1656698399999,62001164.56155050,50546,1685.47659000,32752327.60710230,0,,,,,
2022-07-01 18:00:00,19487.93,19544.52,19390.51,19440.28,2435.71439,1656701999999,47446040.73319950,39783,1220.77887000,23777684.88410910,0,,,,,
2022-07-01 19:00:00,19440.28,19442.85,19279.03,19390.17,2562.45052,1656705599999,49575617.99623530,42455,1280.55957000,24773776.48485900,0,,,,,
2022-07-01 20:00:00,19390.17,19686.71,19349.29,19431.77,3815.61986,1656709199999,74490428.97130810,55539,2004.20401000,39127758.12332340,0,,,,,
2022-07-01 21:00:00,19431.78,19522.55,19336.63,19397.02,1372.69122,1656712799999,26695060.14711010,33821,686.03338000,13341127.67854400,0,,,,,
2022-07-01 22:00:00,19397.03,19416.67,19290.0,19300.62,2205.38019,1656716399999,42717767.11503960,36320,1134.34960000,21970840.73819290,0,,,,,
2022-07-01 23:00:00,19300.62,19461.53,19221.03,19279.8,2940.15777,1656719999999,56875649.18250810,39685,1475.77848000,28543309.06126140,0,,,,,
2022-07-02 00:00:00,19279.8,19387.44,19157.58,19179.58,3761.76852,1656723599999,72557484.60982680,58687,1904.81523000,36743482.65766150,0,,,,,
2022-07-02 01:00:00,19179.58,19295.02,19144.29,19229.98,2231.98025,1656727199999,42923016.45652870,35472,1096.39899000,21082177.20026010,0,,,,,
2022-07-02 02:00:00,19229.97,19283.39,19110.0,19197.58,2705.62512,1656730799999,51961918.53549790,40528,1346.06078000,25849764.86026410,0,,,,,
2022-07-02 03:00:00,19197.58,19226.99,19063.52,19130.9,2356.01558,1656734399999,45081774.28970480,34595,1176.89389000,22517652.35575230,0,,,,,
2022-07-02 04:00:00,19130.9,19236.82,19113.0,19195.88,1924.98006,1656737999999,36923930.33081290,27763,947.43891000,18171446.34223560,0,,,,,
2022-07-02 05:00:00,19195.88,19299.0,19177.53,19238.26,1454.95226,1656741599999,27992997.31880310,24114,757.87212000,14580237.04126060,0,,,,,
2022-07-02 06:00:00,19238.26,19283.16,19188.28,19216.69,1105.66641,1656745199999,21273014.71377540,21423,568.71492000,10942167.35948790,0,,,,,
2022-07-02 07:00:00,19216.69,19273.62,19112.51,19126.81,1623.0406,1656748799999,31151307.50185110,30631,759.99466000,14586942.74373350,0,,,,,
2022-07-02 08:00:00,19126.81,19195.6,19082.69,19113.83,1749.38038,1656752399999,33484503.32472270,39894,905.32719000,17328267.67362540,0,,,,,
2022-07-02 09:00:00,19113.84,19185.2,18977.01,19170.15,3089.17733,1656755999999,58946041.70252410,48658,1468.25721000,28024574.42750780,0,,,,,
2022-07-02 10:00:00,19170.14,19285.01,19134.1,19240.34,2146.49752,1656759599999,41228818.03515220,35220,1240.73874000,23832391.78161290,0,,,,,
2022-07-02 11:00:00,19240.34,19270.9,19160.33,19195.21,1769.4948,1656763199999,34009347.69543090,28888,1019.07992000,19588958.46056960,0,,,,,
2022-07-02 12:00:00,19195.21,19467.39,19152.13,19344.57,3607.30358,1656766799999,69657032.59967280,49364,2069.20990000,39956132.20038750,0,,,,,
2022-07-02 13:00:00,19344.56,19346.76,19223.16,19266.64,1567.14517,1656770399999,30191433.38364170,30013,776.37839000,14956383.49922330,0,,,,,
2022-07-02 14:00:00,19266.63,19359.74,19255.17,19283.33,1787.6508,1656773999999,34518139.81877300,32830,949.43763000,18331780.57927210,0,,,,,
2022-07-02 15:00:00,19283.34,19298.79,19171.77,19229.39,1602.69312,1656777599999,30822203.88463880,34022,801.71537000,15415444.20957910,0,,,,,
2022-07-02 16:00:00,19229.39,19335.71,19191.91,19294.03,1867.42532,1656781199999,35996426.46460590,41875,984.21546000,18971585.01821620,0,,,,,
2022-07-02 17:00:00,19294.02,19346.93,19285.22,19299.36,1321.99417,1656784799999,25525124.13479630,34464,645.71760000,12466721.76751370,0,,,,,
2022-07-02 18:00:00,19299.37,19399.86,19259.37,19320.15,1699.88762,1656788399999,32836717.94072460,41189,839.12732000,16208208.77867290,0,,,,,
2022-07-02 19:00:00,19320.15,19408.01,19196.0,19273.27,2209.18115,1656791999999,42616648.63471150,49282,1089.17225000,21011374.62121570,0,,,,,
2022-07-02 20:00:00,19273.27,19286.74,19201.99,19263.3,1054.92054,1656795599999,20305189.50147570,28099,530.91437000,10218245.03588320,0,,,,,
2022-07-02 21:00:00,19263.29,19383.01,19250.16,19355.24,1350.63502,1656799199999,26079915.04887100,25966,733.31179000,14159195.70242960,0,,,,,
2022-07-02 22:00:00,19355.24,19371.69,19314.73,19331.34,1046.94854,1656802799999,20254884.34612660,20297,515.57277000,9974243.73189900,0,,,,,
2022-07-02 23:00:00,19331.35,19342.63,19200.0,19252.81,1145.93824,1656806399999,22077666.60039790,20234,567.54238000,10933927.32811190,0,,,,,
2022-07-03 00:00:00,19252.82,19292.04,19173.46,19246.54,1444.52072,1656809999999,27780478.81239960,24150,695.04663000,13366206.07744900,0,,,,,
2022-07-03 01:00:00,19246.54,19259.92,19174.06,19189.31,1040.27,1656813599999,19984069.38634780,19717,489.11334000,9395110.99417200,0,,,,,
2022-07-03 02:00:00,19189.31,19284.16,19183.68,19261.41,879.02716,1656817199999,16916663.87684680,17790,488.83561000,9406950.41713630,0,,,,,
2022-07-03 03:00:00,19261.42,19307.42,19238.0,19264.29,930.41691,1656820799999,17927697.55169490,17227,521.08251000,10040563.20727610,0,,,,,
2022-07-03 04:00:00,19264.29,19325.94,18781.0,19263.59,7026.95705,1656824399999,133780200.77330870,76511,3009.25058000,57305400.04334130,0,,,,,
2022-07-03 05:00:00,19263.58,19400.0,19030.0,19043.6,5361.62808,1656827999999,102903160.49594620,75116,2744.71165000,52672038.77038260,0,,,,,
2022-07-03 06:00:00,19043.59,19245.58,19033.73,19150.0,2203.60653,1656831599999,42142858.59588390,32563,1293.14416000,24740137.44505700,0,,,,,
2022-07-03 07:00:00,19150.0,19160.21,19091.84,19139.74,1216.94462,1656835199999,23271150.83505690,25516,564.48528000,10793753.08740470,0,,,,,
2022-07-03 08:00:00,19139.75,19155.44,18930.19,19014.88,2176.4002,1656838799999,41451731.72326320,34308,973.26680000,18536087.88001360,0,,,,,
2022-07-03 09:00:00,19014.89,19079.11,18955.42,19042.27,1828.95332,1656842399999,34749168.26192110,31993,918.50059000,17451129.30341020,0,,,,,
2022-07-03 10:00:00,19042.26,19119.28,19028.19,19072.03,1172.23853,1656845999999,22359787.73260240,25104,623.99838000,11901831.46879100,0,,,,,
2022-07-03 11:00:00,19072.04,19144.78,19063.01,19089.8,965.11724,1656849599999,18440526.25629610,32058,490.32441000,9368313.47666540,0,,,,,
2022-07-03 12:00:00,19089.79,19121.05,18982.2,19069.51,1663.33696,1656853199999,31697830.46939860,48927,799.89451000,15243991.21195660,0,,,,,
2022-07-03 13:00:00,19069.51,19083.4,18967.13,18977.22,1784.73797,1656856799999,33949188.40434970,55859,836.33146000,15907333.97797390,0,,,,,
2022-07-03 14:00:00,18977.21,19100.0,18964.0,19078.94,1266.1993,1656860399999,24104447.90356170,27808,661.18063000,12584310.01196650,0,,,,,
2022-07-03 15:00:00,19078.95,19136.43,19033.1,19046.78,1440.97448,1656863999999,27482735.34240180,26204,700.25525000,13357311.90269120,0,,,,,
2022-07-03 16:00:00,19046.78,19200.0,19011.66,19157.23,2274.644,1656867599999,43475462.35431070,44462,1185.75743000,22666143.52548260,0,,,,,
2022-07-03 17:00:00,19157.24,19247.38,19114.35,19221.77,1428.88593,1656871199999,27373606.19486870,44718,785.93046000,15057832.11270090,0,,,,,
2022-07-03 18:00:00,19221.76,19299.0,19182.64,19236.74,1631.47903,1656874799999,31373738.76212480,30726,857.39946000,16486282.47064330,0,,,,,
